listing_id,title,url,price,location,property_type,bedrooms,bathrooms,area,furnished,description,images,seller_name,fetched_at
U5858698,1 Bedroom Penthouse for rent at Austin V Square @ Austin Perdana,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-austin-v-square-at-austin-perdana-in-pulai-johor-u5858698,RM500,"Pulai, Johor Bahru, Johor",Penthouse,1,1,560 Sqft,Fully Furnished,"This property is a 560 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the Austin V Square @ Austin Perdana project in Pulai, Johor and was completed in Nov 2015. You can rent this penthouse long term for RM500 per month.
Single bedroom also got private bathroom
Fully furnished non sharing Available to move in ASAP.
Got Car 🚗 park included.
Notes:You can send a message via WhatsApp for fast response.
016 219 8047","https://cdn.fazwaz.com/wbr/iqpsFF5wGB6Jz0cXj_H8klE81PU/2850x1515/unit/5858698/single-bedroom009-copy.jpg,https://cdn.fazwaz.com/wbr/qlYT4YVf9vccO278iOEQhXSPLTw/250x250/unit/5858698/single-bedroom009-copy_1.jpg,https://cdn.fazwaz.com/wbr/L2Idjg8ikJfHVWuhaVxgNOSqeRQ/250x250/unit/5858698/single-bedroom883.jpg,https://cdn.fazwaz.com/wbr/7gQLFzSULSZ59uxx2ViqnWHKjPU/250x250/unit/5858698/single-bedroom983-copy.jpg,https://cdn.fazwaz.com/wbr/y_K6SRXGGPYaujqbumt_pQETXLI/250x250/unit/5858698/single-bedroom9880.jpg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5739504,1 Bedroom Penthouse for rent at Austin Suites,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-austin-suites-in-bandar-johor-bahru-johor-u5739504,RM450,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,1,1,520 Sqft,Fully Furnished,"This property is a 520 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the Austin Suites project in Bandar Johor Bahru, Johor and was completed in Jul 2015. You can rent this penthouse long term for RM450 per month.
Single bedroom also got private bathroom
The whole Unit For Rent Private Bedroom 🛏 and Toilet 🚽 Serious tenant, please feel free to contact Muhamad at ‪ ‪60-16‑219-8047‬ ‬for more information and viewing arrangement. Many thanks.","https://cdn.fazwaz.com/wbr/pSaA7p3ajxdtDiDz47v5Nk3VD30/2850x1515/unit/5739504/165c815f-edf5-4323-adeb-d1ab65c48f84.jpeg,https://cdn.fazwaz.com/wbr/5pn_89hDMF3QAdzupFU8NyoK-wU/250x250/unit/5739504/3d62da73-2cc8-4d69-8c17-803aea968502.jpeg,https://cdn.fazwaz.com/wbr/1WAAmc0N8PEXU63XxdY-ScoKai0/250x250/unit/5739504/5de54437-7c86-432f-8914-05fa4c06c958.jpeg,https://cdn.fazwaz.com/wbr/dyilKxPpmc8NgUqfipOrm8-XUL0/250x250/unit/5739504/f69d9333-8f2a-4907-9310-9555c91a2978.jpeg,https://cdn.fazwaz.com/wbr/A0WpQLybX48nXz-4WOh60mAesPg/250x250/unit/5739504/f8559797-da5c-430f-abe4-f996e959f02f.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5753142,Studio Penthouse for rent at M Condominium,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-m-condominium-in-bandar-johor-bahru-johor-u5753142,RM600,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,65 Sqft,Fully Furnished,"This property is a 65 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the M Condominium project in Bandar Johor Bahru, Johor and was completed in Oct 2023. You can rent this penthouse long term for RM600 per month.
Fully furnished studio for rent
Furnishing Furnished Studio Unit
Kitchen Cabinet,Mattress,Sofa,TV,A/C,Refrigerator, Water Heater,Bedframe,Dining Table,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
BBQ,Security 24 Hr,Swimming,Mart,Restaurant,Sauna,Playground,Gym,Covered Parking.
Seriously renter only kindly text the landlord Encik Mohd Rashidi on WhatsApp ‪+60162962641
‬for viewing appointment.","https://cdn.fazwaz.com/wbr/Mx4nGC4pqM7_UTJFdUm3lTseHh8/2850x1515/unit/5753142/img-3493.jpeg,https://cdn.fazwaz.com/wbr/AD8dyq5VOnhGuwa1597gIuhaPoo/250x250/unit/5753142/img-3491.jpeg,https://cdn.fazwaz.com/wbr/eHeSZRvRGKG46Z6cYzEnIQt7Yk8/250x250/unit/5753142/img-3492.jpeg,https://cdn.fazwaz.com/wbr/LJcNYflUqlpTFgrgxHHenGanMSU/250x250/unit/5753142/img-3495.jpeg,https://cdn.fazwaz.com/wbr/eQAH6J_fVBe5oLGgQuIAIc22WwI/250x250/unit/5753142/img-3496_1.jpeg",Agent / Partner,2025-12-08T16:09:23.764210+00:00
U5755862,Studio Penthouse for rent at M Condominium,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-m-condominium-in-bandar-johor-bahru-johor-u5755862,"RM2,470","Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,619 Sqft,Fully Furnished,"This property is a 619 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the M Condominium project in Bandar Johor Bahru, Johor and was completed in Oct 2023. You can rent this penthouse long term for RM2,470 per month.
STUDIO ROOM FOR AVAILABLE FOR RENT FULLY FURNISHED
The whole Unit For Rent
Private Bedroom and Toilet
‪+60172205315
for more information and viewing arrangement. Many thanks.","https://cdn.fazwaz.com/wbr/7fLYMq9GDOM5Jc2tS_R-i1X1sJo/2850x1515/unit/5755862/whatsapp-image-2025-09-19-at-123359-am.jpeg,https://cdn.fazwaz.com/wbr/cXWWIl8RwbObIcmZUgr5eopVPwI/250x250/unit/5755862/whatsapp-image-2025-09-19-at-123358-am-1.jpeg,https://cdn.fazwaz.com/wbr/BlJGdzp8z2agRtwAtmTXArkrJIM/250x250/unit/5755862/whatsapp-image-2025-09-19-at-123359-am-1.jpeg,https://cdn.fazwaz.com/wbr/v_mTB156SKd9bexJ27oaDOZs3rE/250x250/unit/5755862/whatsapp-image-2025-09-19-at-123358-am.jpeg,https://cdn.fazwaz.com/wbr/ZJH3CX5JUS5IRa7m-g4vFu13aPs/250x250/unit/5755862/whatsapp-image-2025-09-19-at-123401-am.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5759583,Studio Penthouse for rent at M Condominium,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-m-condominium-in-bandar-johor-bahru-johor-u5759583,RM600,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,710 Sqft,Fully Furnished,"This property is a 710 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the M Condominium project in Bandar Johor Bahru, Johor and was completed in Oct 2023. You can rent this penthouse long term for RM600 per month.
A Fully Furnished studio Room For Rent
Partial or fully furnished - move in Immediately!
Bed Frame & Mattress
Wardrobe
Table & Chair
Facilitates :
Air-Condition/Fan
WIFI
Washing machine
Refrigerator
* Water heater
* Water Filter / Water dispenser
CCTV
Interested Contact the Landlord Directly:
WhatsApp: 601161903950","https://cdn.fazwaz.com/wbr/yc2EEtwERxmXLOsDulrQJLvvxrE/2850x1515/unit/5759583/fully-furnished-a-studio.jpg,https://cdn.fazwaz.com/wbr/kFFX3NZL3_CMtF_wNnbeHsa1j1M/250x250/unit/5759583/whatsapp-image-2025-09-25-at-215209-5b6167cd.jpg,https://cdn.fazwaz.com/wbr/nhjkwU_W3Pq8_gAss7AMkQfekjM/250x250/unit/5759583/whatsapp-image-2025-09-25-at-215209-72e11c32.jpg,https://cdn.fazwaz.com/wbr/bRJcvAFizfY48NK_srpwj90RAC4/250x250/unit/5759583/whatsapp-image-2025-09-25-at-215209-e29647ce.jpg,https://cdn.fazwaz.com/wbr/EYKjfRwtvhXH1xe11B1dZWTQWMM/250x250/unit/5759583/whatsapp-image-2025-09-22-at-224259-40dee7aa.jpg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5833417,Studio Penthouse for rent at M Condominium,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-m-condominium-in-bandar-johor-bahru-johor-u5833417,RM600,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,275 Sqft,Fully Furnished,"This property is a 275 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the M Condominium project in Bandar Johor Bahru, Johor and was completed in Oct 2023. You can rent this penthouse long term for RM600 per month.
Fully furnished studio for rent
fully furnished studio unit for rent Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine Clothes Dryer FacilitiesSecurity 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered ParkingKindly text the landlord on WhatsApp +60147763213 for more information","https://cdn.fazwaz.com/wbr/Cvl9SYCltdZReydS3fZ0VvSQ5Vg/2850x1515/unit/5833417/2024-08-26-17-34-img-1930.JPG,https://cdn.fazwaz.com/wbr/Ikcclcy2nOcEX6DmdNVSE_oK9sc/250x250/unit/5833417/2024-08-26-17-34-img-1931.JPG,https://cdn.fazwaz.com/wbr/XlEPhmzqPNJHSzDap6tFu8BQG6Y/250x250/unit/5833417/2024-08-26-17-35-img-1934.JPG,https://cdn.fazwaz.com/wbr/nZbpszwuoocJ2QIw6Kbdvi1GFEU/250x250/unit/5833417/2024-08-26-17-35-img-1935.JPG,https://cdn.fazwaz.com/wbr/6pIaxgB3rzRlXuqUDMLEgH2wzBU/250x250/unit/5833417/2024-08-26-17-36-img-1936.JPG",Agent / Partner,2025-12-08T16:09:23.764210+00:00
U5913665,Studio Penthouse for rent at Bukit Indah - Visca,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-bukit-indah-visca-in-pulai-johor-u5913665,RM500,"Pulai, Johor Bahru, Johor",Penthouse,0,1,636 Sqft,Fully Furnished,"This property is a 636 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Bukit Indah - Visca project in Pulai, Johor and was completed in Jan 2014. You can rent this penthouse long term for RM500 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking
Kindly text the owner on WhatsApp on 601162343286 for more details","https://cdn.fazwaz.com/wbr/27J5ByvsXwo_YM5eTOoGt-Pa2lc/2850x1515/unit/5913665/img-3014.jpeg,https://cdn.fazwaz.com/wbr/fzLTvPeOzFSuqaBicz-dR8g5xRo/250x250/unit/5913665/img-3015.jpeg,https://cdn.fazwaz.com/wbr/BDdr_-2HLSkilnWiECXud2yJmqY/250x250/unit/5913665/img-3016.jpeg,https://cdn.fazwaz.com/wbr/pTvL8745M-RKWLCXEwW8J6a1cWM/250x250/unit/5913665/img-3017.jpeg,https://cdn.fazwaz.com/wbr/JXuMk3elTHBlPNDUOXZwtNHMrX8/250x250/unit/5913665/img-3018.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5902797,1 Bedroom Penthouse for rent at Mont' Callista,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-mont-callista-in-bandar-johor-bahru-johor-u5902797,RM350,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,1,1,980 Sqft,Fully Furnished,"This property is a 980 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the Mont' Callista project in Bandar Johor Bahru, Johor and was completed in May 2014. You can rent this penthouse long term for RM350 per month.
Spacious Condo Room Available WhatsApp:+60 11-5930 2298.
Text the landlord on WhatsApp for more information about the house for rent +60 11-5930 2298 My Unit Includes all Utilities Intact such as Refrigerator, Dry, Washing Machine, Electric Stove and gas, Air cond, Sewage, Trash, Tv set, Furnitures and cabinet. Plus Electricity and Water bills are also Included in the Rent with 1 car park and Free wifi","https://cdn.fazwaz.com/wbr/BqHqW8eYXzMS7RLWgQZtkbWBwME/2850x1515/unit/5902797/img-0187.jpeg,https://cdn.fazwaz.com/wbr/IqvAcf3m7Lb5mTOjWdEJvM0K7gM/250x250/unit/5902797/img-0247.jpeg,https://cdn.fazwaz.com/wbr/7N0PXkdFHKPC7AWG2LACgwsobCw/250x250/unit/5902797/img-0248.jpeg,https://cdn.fazwaz.com/wbr/OzNvp5GQvM79yjN8nEoSkxYw234/250x250/unit/5902797/img-0251.jpeg,https://cdn.fazwaz.com/wbr/T_Q_-sWYe_r7bYtEi7X1uwBhJ5o/250x250/unit/5902797/img-0252.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5902397,Studio Penthouse for rent at Austin Suites,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-austin-suites-in-bandar-johor-bahru-johor-u5902397,RM550,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,500 Sqft,Fully Furnished,"This property is a 500 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Austin Suites project in Bandar Johor Bahru, Johor and was completed in Jul 2015. You can rent this penthouse long term for RM550 per month.
A condo common room with a private bathroom for the tenant's
IF YOU ARE INTERESTED IN RENTING THE CONDO/APARTMENT 🏠,KINDLY GET IN TOUCH WITH THE LANDLORD ON WHATSAPP:+ +60 11-5930 2298
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
Facilities:
•-hour security
• Fully-equipped gymnasium
• Mini market
• Children’s playground
• Cafeteria
• Swimming pool
• Barbecue area
• Sky lounge
• Function room and more…
WhatsApp : +60 11-5930 2298","https://cdn.fazwaz.com/wbr/ISQkNPe43AwN9SrZtK-RX6so6pI/2850x1515/unit/5902397/img-3667.jpeg,https://cdn.fazwaz.com/wbr/dcct1Uz97Z9ZhNJt1sOmEiCjjLI/250x250/unit/5902397/img-3668.jpeg,https://cdn.fazwaz.com/wbr/Ul4LJRXUooAaux7fqxHnoZE0uBY/250x250/unit/5902397/img-3669.jpeg,https://cdn.fazwaz.com/wbr/ccx5vubTqhKNPs9jcD1J8n3s790/250x250/unit/5902397/img-3670.jpeg,https://cdn.fazwaz.com/wbr/RSCxTpFSMQBRqJqYNhsZf4Beg8U/250x250/unit/5902397/img-3671.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5899656,2 Bedroom Penthouse for rent at Brio Residences,https://www.fazwaz.my/property-rent/2-bedroom-penthouse-for-rent-at-brio-residences-in-bandar-johor-bahru-johor-u5899656,RM850,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,2,1,400 Sqft,Fully Furnished,"This property is a 400 Sqft penthouse with 2 bedrooms and 1 bathroom that is available for rent. It is part of the Brio Residences project in Bandar Johor Bahru, Johor and was completed in Jul 2023. You can rent this penthouse long term for RM850 per month.
Beautiful Bedrooms and Bath Home – Perfect for Modern Living
IF YOU ARE INTERESTED IN RENTING THE CONDO/APARTMENT 🏠,KINDLY GET IN TOUCH WITH THE LANDLORD ON ..…WHATSAPP: ‪+62 895‑4287‑97770‬
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
Facilities:
•-hour security
• Fully-equipped gymnasium
• Mini market
• Children’s playground
• Cafeteria
• Swimming pool
• Barbecue area
• Sky lounge
• Function room and more…
WhatsApp : ‪+62 895‑4287‑97770‬","https://cdn.fazwaz.com/wbr/aOJZogfCCLFhg17SSFrjcoYHFCA/2850x1515/unit/5899656/img-1291.jpeg,https://cdn.fazwaz.com/wbr/soJACLqA46t2NtV-aWz4O3I6Hf0/250x250/unit/5899656/img-1294.jpeg,https://cdn.fazwaz.com/wbr/bVve0I983wXFBq3zjAUpepTor_w/250x250/unit/5899656/img-1295.jpeg,https://cdn.fazwaz.com/wbr/krlik9dDz1clan7nUy6qW9OyLZE/250x250/unit/5899656/img-1296.jpeg,https://cdn.fazwaz.com/wbr/-iKqhR7Z3ZV05bHJ78PtmcJ2vyM/250x250/unit/5899656/img-1297.jpeg",Agent / Partner,2025-12-08T16:09:23.764210+00:00
U5899716,Studio Penthouse for rent at Tropicana Danga Bay- Bora Residences,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-tropicana-danga-bay-bora-residences-in-bandar-johor-bahru-johor-u5899716,RM600,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,586 Sqft,Fully Furnished,"This property is a 586 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Tropicana Danga Bay- Bora Residences project in Bandar Johor Bahru, Johor and was completed in Oct 2022. You can rent this penthouse long term for RM600 per month.
Fully furnished studio for rent
Kitchen Cabinet, Mattress, TV,A/C,Sofa, Refrigerator, Bedframe, Wate Heater, Dining Table, Hood &
Hub, Wardrobe, Curtain, Microwave, Washing Machine Facilities
Security 24
Hr, Swimming, Squasy, Elevator, Mart, Restaurant, Sauna, Pla)
Parking
Kindly text the landlord on WhatsApp ‪ ‪ ‪ ‪+601167748230‬ ‬ for more information","https://cdn.fazwaz.com/wbr/CDeLwQ4zaes0jzUGFwCiNn5jVmc/2850x1515/unit/5899716/img-9003.jpeg,https://cdn.fazwaz.com/wbr/6MV3Utza5ySslUkPbD-oxpEpJvA/250x250/unit/5899716/img-9004.jpeg,https://cdn.fazwaz.com/wbr/nH46E4uaqTU6DPvfoBbvV0gMmCE/250x250/unit/5899716/img-9005.jpeg,https://cdn.fazwaz.com/wbr/Q6itYlf19zshiiqcT5Oacr9eA3o/250x250/unit/5899716/img-9006.jpeg,https://cdn.fazwaz.com/wbr/EvSwvWwLTnrL67zmDcF_rocCLC8/250x250/unit/5899716/img-9007.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5912324,Studio Penthouse for rent at Bukit Impian Residence,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-bukit-impian-residence-in-bandar-johor-bahru-johor-u5912324,RM800,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,400 Sqft,Fully Furnished,"This property is a 400 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Bukit Impian Residence project in Bandar Johor Bahru, Johor and was completed in Sep 2015. You can rent this penthouse long term for RM800 per month.
Bukit Impian Residence - Bandar Johor Bahru, Johor
Text the landlord on WhatsApp for more information about the house for rent 01162619504
My Unit Includes all Utilities Intact such as Refrigerator, Dry, Washing Machine, Electric Stove and gas, Air cond, Sewage, Trash, Tv set, Furnitures and cabinet. Plus Electricity and Water bills are also Included in the Rent with 1 car park and Free wifi","https://cdn.fazwaz.com/wbr/_9SS9qcSSAd_V_fREmAwG2tAPnA/2850x1515/unit/5912324/img-9216.jpeg,https://cdn.fazwaz.com/wbr/5WLxOYj97J90Ckcd0jDRHTXXI1E/250x250/unit/5912324/img-9218.jpeg,https://cdn.fazwaz.com/wbr/frTcbueHLPen4i5a6OZLxabW5yg/250x250/unit/5912324/img-9219.jpeg,https://cdn.fazwaz.com/wbr/P4xXV_miYR8fI_datL-_3iur2uI/250x250/unit/5912324/img-9220.jpeg,https://cdn.fazwaz.com/wbr/WEh3m7D5HeWK43FtuF8_u-WP_x8/250x250/unit/5912324/img-9223.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5916295,"Studio Penthouse for rent at Clarinet @ Taman Desa Tebrau, Johor Bahru",https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-clarinet-at-taman-desa-tebrau-johor-bahru-in-pulai-johor-u5916295,RM600,"Pulai, Johor Bahru, Johor",Penthouse,0,1,604 Sqft,Fully Furnished,"This property is a 604 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Clarinet @ Taman Desa Tebrau, Johor Bahru project in Pulai, Johor and was completed in Mar 2022. You can rent this penthouse long term for RM600 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking
Kindly text the owner on WhatsApp on 60169413743 for more details","https://cdn.fazwaz.com/wbr/TxEp3udpfRrmdqnzNb5vxOELk2w/2850x1515/unit/5916295/img-0636.jpeg,https://cdn.fazwaz.com/wbr/1mOBwjBxsyqjM90rCNWSScsMkYQ/250x250/unit/5916295/img-0637.jpeg,https://cdn.fazwaz.com/wbr/0z6vVCULTzNxtWRzYQcPHJZRIj4/250x250/unit/5916295/img-0638.jpeg,https://cdn.fazwaz.com/wbr/i6o6TW1zwKWn7FlsejjyBLv8Os4/250x250/unit/5916295/img-0639.jpeg,https://cdn.fazwaz.com/wbr/jZ8ORoAg6VVVUK1DYbnL1sBKs-I/250x250/unit/5916295/img-0640.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5916273,Studio Penthouse for rent at Bayu Angkasa,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-bayu-angkasa-in-plentong-johor-u5916273,RM550,"Plentong, Johor Bahru, Johor",Penthouse,0,1,705 Sqft,Fully Furnished,"This property is a 705 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Bayu Angkasa project in Plentong, Johor and was completed in Feb 2024. You can rent this penthouse long term for RM550 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking
Kindly text the owner on WhatsApp on 601162343286 for more details","https://cdn.fazwaz.com/wbr/kd5NXF2Zy0WNdEe_Mi8VgICzDlw/2850x1515/unit/5916273/img-0681.jpeg,https://cdn.fazwaz.com/wbr/y_MrxNSA8M2mxnp2O0dqfr2uRJY/250x250/unit/5916273/img-0682.jpeg,https://cdn.fazwaz.com/wbr/jJbkn2u_CkNU5R_5YtP7kQclcRY/250x250/unit/5916273/img-0683.jpeg,https://cdn.fazwaz.com/wbr/f8_h6m5MYHV2lE3U1ewwsCHOPms/250x250/unit/5916273/img-0684.jpeg,https://cdn.fazwaz.com/wbr/LmkLb15JKPBZeN72Uoii229HGak/250x250/unit/5916273/img-0685.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5919414,1 Bedroom Penthouse for rent at Signature 28,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-signature-28-in-plentong-johor-u5919414,"RM2,060","Plentong, Johor Bahru, Johor",Penthouse,1,1,220 Sqft,Fully Furnished,"This property is a 220 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the Signature 28 project in Plentong, Johor and was completed in Apr 2025. You can rent this penthouse long term for RM2,060 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp","https://cdn.fazwaz.com/wbr/i_BVAUB6Cr4_EBVbxd-aYyRo4M4/2850x1515/unit/5919414/img-1463.jpeg,https://cdn.fazwaz.com/wbr/Rcg431Yr6TBPtqGAjz5Ha65frlQ/250x250/unit/5919414/img-1464.jpeg,https://cdn.fazwaz.com/wbr/E_5FBGMbqviCXRUiw_scI1SAwEM/250x250/unit/5919414/img-1465.jpeg,https://cdn.fazwaz.com/wbr/oxdZCGd5fA6EOg0V9686aCshrFs/250x250/unit/5919414/img-1466.jpeg,https://cdn.fazwaz.com/wbr/n2XfZJE1qSt3HTNmff_FVVEnjg8/250x250/unit/5919414/img-1467.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5913589,Studio Penthouse for rent at Tropicana Danga Bay- Bora Residences,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-tropicana-danga-bay-bora-residences-in-bandar-johor-bahru-johor-u5913589,RM500,"Bandar Johor Bahru, Johor Bahru, Johor",Penthouse,0,1,553 Sqft,Fully Furnished,"This property is a 553 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Tropicana Danga Bay- Bora Residences project in Bandar Johor Bahru, Johor and was completed in Oct 2022. You can rent this penthouse long term for RM500 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking
Kindly text the owner on WhatsApp on 601162343286 for more details","https://cdn.fazwaz.com/wbr/AqedcFDM6g5700u4bC_SKWCYbzQ/2850x1515/unit/5913589/img-0221.jpeg,https://cdn.fazwaz.com/wbr/xfSjybtk6JxiAwRPVnpVhPSPP_4/250x250/unit/5913589/img-0222.jpeg,https://cdn.fazwaz.com/wbr/DLo9GwQAzO9k5SQ72saVEyg6KyA/250x250/unit/5913589/img-0224.jpeg,https://cdn.fazwaz.com/wbr/ZWp7sEZ7s7WPgHxAZrIUFJyOFcw/250x250/unit/5913589/img-0225.jpeg,https://cdn.fazwaz.com/wbr/ygcuE0RvCYb5gjmPGiAM47ylUJE/250x250/unit/5913589/img-0226.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
U5915959,Studio Penthouse for rent at Taman Putri Kulai,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-taman-putri-kulai-in-kulai-johor-u5915959,RM600,"Kulai, Kulaijaya, Johor",Penthouse,0,1,608 Sqft,Fully Furnished,"This property is a 608 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Taman Putri Kulai project in Kulai, Johor and was completed in Jan 2023. You can rent this penthouse long term for RM600 per month.
Fully furnished single room for rent with a private bathroom
Features:
- FREE Water & electricity * WIFI all free
- Amenities facilities include Water Heater, Fridge, Coway Water Filter, Microwave, Gas Stove, Kitchen Cabinet ( can light cook), Washing machines
Nice swimming pool, bbq area, gym, & sauna
Ready move-in!
please feel free to contact the landlord via wassap
601161903950","https://cdn.fazwaz.com/wbr/ToGsIOmxfR4haDF7ou8vMAbuG_c/2850x1515/unit/5915959/img-9384.jpeg,https://cdn.fazwaz.com/wbr/hQYSMmOZMnZm1AqUxK02ht5PU6w/250x250/unit/5915959/img-9385.jpeg,https://cdn.fazwaz.com/wbr/JNGc9J-VbLPP0a5f5wjWyWb58GQ/250x250/unit/5915959/img-9386.jpeg,https://cdn.fazwaz.com/wbr/-mUHZQpaOQISsJiG-ekNsNIwbuI/250x250/unit/5915959/img-9387.jpeg,https://cdn.fazwaz.com/wbr/jLBY_z8jKfVeCSdW9O59ZnEjY1g/250x250/unit/5915959/img-9388.jpeg",Private Owner,2025-12-08T16:09:23.764210+00:00
